dataSetName,mode,time_id,archiveType,geo_meanLon,geo_meanLat,geo_meanElev,geo_type,createdBy,hasPaleoDepth,tagMD5,lipdverseLink,maxYear,minYear,nUniqueAges,archiveTypeOriginal,hasDepth,hasChron,originalDataUrl,datasetId,changelog,pub1_author,pub1_doi,pub1_year,geo_siteName,@context,lipdVersion,tableType,paleoData_tableName,paleoData_missingValue,paleoData_filename,collectionName,investigators,pub1_journal,pub1_publisher,pub1_title,pub1_type,pub1_citation,geo_location,geo_country
IC12WACD,paleoData,58.239397575,GlacierIce,6.8478,45.8411,4250.0,Point,matlab,0.0,de4b7eb29b882effa7a44c0a8ae0b344,http://lipdverse.org/iso2k/1_0_0/IC12WACD.html,1994.0,1940.0,0,glacier ice,0,0,https://doi.pangaea.de/10.1594/PANGAEA.880012,iso2k100_IC12WACD,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:28:32 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (IC12WACD01A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC12WACD01A): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 19:58:03 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRDq0HAfeYk558LHWr', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Wagenbach,10.1111/j.1468-0459.2012.00461.x,2012.0,Col du Dome,context.jsonld,1.3,meas,paleo0measurement0,nan,IC12WACD.paleo0measurement0.csv,,,,,,,"Wagenbach, D., Bohleber, P. and Preunkert, S.: Cold, alpine ice bodies revisited: what may we learn from their impurity and isotope content?, Geografiska Annaler: Series A, Physical Geography, 94(2), 245–263, doi:10.1111/j.1468-0459.2012.00461.x, 2012.",,
IC13BOCG,paleoData,58.239397575,GlacierIce,7.877,45.9297,4450.0,Point,matlab,0.0,0747d1ac666375babf3feca1b81ed8ce,http://lipdverse.org/iso2k/1_0_0/IC13BOCG.html,1993.0,1880.0,0,glacier ice,0,0,https://doi.pangaea.de/10.1594/PANGAEA.874205,iso2k100_IC13BOCG,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:28:33 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (IC13BOCG01A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG01A): interpretation4_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG02A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG02A): interpretation4_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG03A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG03A): interpretation4_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG04A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG04A): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 19:58:04 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRtud8wAMzYsSUfkik', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Bohleber,10.3402/tellusb.v65i0.20148,2012.0,Colle Gnifetti KCI,context.jsonld,1.3,meas,paleo0measurement0,nan,IC13BOCG.paleo0measurement0.csv,,,,,,,"Bohleber, P., Wagenbach, D., Schoener, W. and Boehm, R.: To what extent do water isotope records from low accumulation Alpine ice cores reproduce instrumental temperature series?, Tellus B: Chemical and Physical Meteorology, 65(1), 20148, doi:10.3402/tellusb.v65i0.20148, 2013.",,
IC13BOCG,paleoData,58.239397575,GlacierIce,7.877,45.9297,4450.0,Point,matlab,0.0,0747d1ac666375babf3feca1b81ed8ce,http://lipdverse.org/iso2k/1_0_0/IC13BOCG.html,1993.0,1880.0,0,glacier ice,0,0,https://doi.pangaea.de/10.1594/PANGAEA.874205,iso2k100_IC13BOCG,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:28:33 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (IC13BOCG01A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG01A): interpretation4_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG02A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG02A): interpretation4_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG03A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG03A): interpretation4_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG04A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG04A): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 19:58:04 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRtud8wAMzYsSUfkik', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Bohleber,10.3402/tellusb.v65i0.20148,2012.0,Colle Gnifetti KCI,context.jsonld,1.3,meas,paleo0measurement0,nan,IC13BOCG.paleo0measurement0.csv,,,,,,,"Bohleber, P., Wagenbach, D., Schoener, W. and Boehm, R.: To what extent do water isotope records from low accumulation Alpine ice cores reproduce instrumental temperature series?, Tellus B: Chemical and Physical Meteorology, 65(1), 20148, doi:10.3402/tellusb.v65i0.20148, 2013.",,
IC13BOCG,paleoData,58.239397575,GlacierIce,7.877,45.9297,4450.0,Point,matlab,0.0,0747d1ac666375babf3feca1b81ed8ce,http://lipdverse.org/iso2k/1_0_0/IC13BOCG.html,1993.0,1880.0,0,glacier ice,0,0,https://doi.pangaea.de/10.1594/PANGAEA.874205,iso2k100_IC13BOCG,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:28:33 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (IC13BOCG01A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG01A): interpretation4_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG02A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG02A): interpretation4_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG03A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG03A): interpretation4_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG04A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG04A): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 19:58:04 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRtud8wAMzYsSUfkik', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Bohleber,10.3402/tellusb.v65i0.20148,2012.0,Colle Gnifetti KCI,context.jsonld,1.3,meas,paleo0measurement0,nan,IC13BOCG.paleo0measurement0.csv,,,,,,,"Bohleber, P., Wagenbach, D., Schoener, W. and Boehm, R.: To what extent do water isotope records from low accumulation Alpine ice cores reproduce instrumental temperature series?, Tellus B: Chemical and Physical Meteorology, 65(1), 20148, doi:10.3402/tellusb.v65i0.20148, 2013.",,
IC13BOCG,paleoData,58.239397575,GlacierIce,7.877,45.9297,4450.0,Point,matlab,0.0,0747d1ac666375babf3feca1b81ed8ce,http://lipdverse.org/iso2k/1_0_0/IC13BOCG.html,1993.0,1880.0,0,glacier ice,0,0,https://doi.pangaea.de/10.1594/PANGAEA.874205,iso2k100_IC13BOCG,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:28:33 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (IC13BOCG01A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG01A): interpretation4_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG02A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG02A): interpretation4_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG03A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG03A): interpretation4_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG04A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG04A): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 19:58:04 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRtud8wAMzYsSUfkik', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Bohleber,10.3402/tellusb.v65i0.20148,2012.0,Colle Gnifetti KCI,context.jsonld,1.3,meas,paleo0measurement0,nan,IC13BOCG.paleo0measurement0.csv,,,,,,,"Bohleber, P., Wagenbach, D., Schoener, W. and Boehm, R.: To what extent do water isotope records from low accumulation Alpine ice cores reproduce instrumental temperature series?, Tellus B: Chemical and Physical Meteorology, 65(1), 20148, doi:10.3402/tellusb.v65i0.20148, 2013.",,
IC13BOCG,paleoData,58.239397575,GlacierIce,7.877,45.9297,4450.0,Point,matlab,0.0,0747d1ac666375babf3feca1b81ed8ce,http://lipdverse.org/iso2k/1_0_0/IC13BOCG.html,1993.0,1880.0,0,glacier ice,0,0,https://doi.pangaea.de/10.1594/PANGAEA.874205,iso2k100_IC13BOCG,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:28:33 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (IC13BOCG01A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG01A): interpretation4_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG02A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG02A): interpretation4_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG03A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG03A): interpretation4_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG04A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG04A): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 19:58:04 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRtud8wAMzYsSUfkik', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Bohleber,10.3402/tellusb.v65i0.20148,2012.0,Colle Gnifetti KCI,context.jsonld,1.3,meas,paleo0measurement0,nan,IC13BOCG.paleo0measurement0.csv,,,,,,,"Bohleber, P., Wagenbach, D., Schoener, W. and Boehm, R.: To what extent do water isotope records from low accumulation Alpine ice cores reproduce instrumental temperature series?, Tellus B: Chemical and Physical Meteorology, 65(1), 20148, doi:10.3402/tellusb.v65i0.20148, 2013.",,
IC13BOCG,paleoData,58.239397575,GlacierIce,7.877,45.9297,4450.0,Point,matlab,0.0,0747d1ac666375babf3feca1b81ed8ce,http://lipdverse.org/iso2k/1_0_0/IC13BOCG.html,1993.0,1880.0,0,glacier ice,0,0,https://doi.pangaea.de/10.1594/PANGAEA.874205,iso2k100_IC13BOCG,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:28:33 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (IC13BOCG01A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG01A): interpretation4_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG02A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG02A): interpretation4_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG03A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG03A): interpretation4_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG04A): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (IC13BOCG04A): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 19:58:04 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRtud8wAMzYsSUfkik', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Bohleber,10.3402/tellusb.v65i0.20148,2012.0,Colle Gnifetti KCI,context.jsonld,1.3,meas,paleo0measurement0,nan,IC13BOCG.paleo0measurement0.csv,,,,,,,"Bohleber, P., Wagenbach, D., Schoener, W. and Boehm, R.: To what extent do water isotope records from low accumulation Alpine ice cores reproduce instrumental temperature series?, Tellus B: Chemical and Physical Meteorology, 65(1), 20148, doi:10.3402/tellusb.v65i0.20148, 2013.",,
TR16LAFO,paleoData,58.239397575,Wood,2.6667,48.3833,82.0,Point,matlab,0.0,c073aa6f4163ccb1f2c98dd4b5c35082,http://lipdverse.org/iso2k/1_0_0/TR16LAFO.html,2000.0,1326.0,0,wood,0,0,https://www.ncdc.noaa.gov/paleo/study/20002,iso2k100_TR16LAFO,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:57 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (TR16LAFO00): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (TR16LAFO00): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:10:09 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addR83EzWxFDuPup08SL', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Labuhn I.,10.5194/cp-12-1101-2016,2016.0,"Fontainebleau, France",context.jsonld,1.3,meas,paleo0measurement0,nan,TR16LAFO.paleo0measurement0.csv,,,,,,,"Labuhn, I., Daux, V., Girardclos, O., Stievenard, M., Pierre, M. and Masson-Delmotte, V.: French summer droughts since 1326 CE: a reconstruction based on tree ring cellulose δ18O, Climate of the Past, 12(5), 1101–1117, doi:10.5194/cp-12-1101-2016, 2016.",,
TR16LAFO,paleoData,58.239397575,Wood,2.6667,48.3833,82.0,Point,matlab,0.0,c073aa6f4163ccb1f2c98dd4b5c35082,http://lipdverse.org/iso2k/1_0_0/TR16LAFO.html,2000.0,1326.0,0,wood,0,0,https://www.ncdc.noaa.gov/paleo/study/20002,iso2k100_TR16LAFO,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:57 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (TR16LAFO00): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (TR16LAFO00): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:10:09 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addR83EzWxFDuPup08SL', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Labuhn I.,10.5194/cp-12-1101-2016,2016.0,"Fontainebleau, France",context.jsonld,1.3,meas,paleo0measurement0,nan,TR16LAFO.paleo0measurement0.csv,,,,,,,"Labuhn, I., Daux, V., Girardclos, O., Stievenard, M., Pierre, M. and Masson-Delmotte, V.: French summer droughts since 1326 CE: a reconstruction based on tree ring cellulose δ18O, Climate of the Past, 12(5), 1101–1117, doi:10.5194/cp-12-1101-2016, 2016.",,
TR15YONW,paleoData,58.239397575,Wood,-4.1515,51.8399,64.0,Point,matlab,0.0,2ccac8a14266f544c4940e67efc2bc84,http://lipdverse.org/iso2k/1_0_0/TR15YONW.html,2012.0,1850.0,0,wood,0,0,this compilation,iso2k100_TR15YONW,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:56 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (TR15YONW00): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (TR15YONW00): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:10:04 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRH9Rk9vDpOXvYMeo1', with variable name 'yearEnsemble', was added to the dataset""]]}}]","Young, G.H.F., Loader, N.j., McCarroll, D., Bale, R.J., Demmler, J.C., Miles, D., Nayling, N.T., Rinne, K. T., Robertson, I., Watts, C., Whitney, M.",10.1007/s00382-015-2559-4,2015.0,National Botanic Gardens of Wales,context.jsonld,1.3,meas,paleo0measurement0,nan,TR15YONW.paleo0measurement0.csv,,,,,,,"Young, G. H. F., Loader, N. J., McCarroll, D., Bale, R. J., Demmler, J. C., Miles, D., Nayling, N. T., Rinne, K. T., Robertson, I., Watts, C. and Whitney, M.: Oxygen stable isotope ratios from British oak tree-rings provide a strong and consistent record of past changes in summer rainfall, Climate Dynamics, 45(11-12), 3609–3622, doi:10.1007/s00382-015-2559-4, 2015.",,
TR15YONW,paleoData,58.239397575,Wood,-4.1515,51.8399,64.0,Point,matlab,0.0,2ccac8a14266f544c4940e67efc2bc84,http://lipdverse.org/iso2k/1_0_0/TR15YONW.html,2012.0,1850.0,0,wood,0,0,this compilation,iso2k100_TR15YONW,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:56 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (TR15YONW00): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (TR15YONW00): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:10:04 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRH9Rk9vDpOXvYMeo1', with variable name 'yearEnsemble', was added to the dataset""]]}}]","Young, G.H.F., Loader, N.j., McCarroll, D., Bale, R.J., Demmler, J.C., Miles, D., Nayling, N.T., Rinne, K. T., Robertson, I., Watts, C., Whitney, M.",10.1007/s00382-015-2559-4,2015.0,National Botanic Gardens of Wales,context.jsonld,1.3,meas,paleo0measurement0,nan,TR15YONW.paleo0measurement0.csv,,,,,,,"Young, G. H. F., Loader, N. J., McCarroll, D., Bale, R. J., Demmler, J. C., Miles, D., Nayling, N. T., Rinne, K. T., Robertson, I., Watts, C. and Whitney, M.: Oxygen stable isotope ratios from British oak tree-rings provide a strong and consistent record of past changes in summer rainfall, Climate Dynamics, 45(11-12), 3609–3622, doi:10.1007/s00382-015-2559-4, 2015.",,
